Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,300,-138,90000,0.79 ,0.00171 ,0.65 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,315,-137,94128,0.82 ,0.00176 ,0.68 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,330,-136,97980,0.85 ,0.00180 ,0.70 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,345,-135,101743,0.87 ,0.00184 ,0.73 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,360,-134,105413,0.90 ,0.00189 ,0.76 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,375,-133,108624,0.92 ,0.00192 ,0.78 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2.0Se0.9Te0.1,390,-132,111376,0.94 ,0.00194 ,0.80 ,https://doi.org/10.1021/acs.inorgchem.1c01563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,333,46,131429,1.19,0.00028 ,0.08 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,426,53,148286,1.62,0.00042 ,0.11 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,520,68,117429,1.39,0.00054 ,0.19 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,613,98,79143,1.01,0.00075 ,0.46 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,707,119,58000,0.84,0.00083 ,0.70 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.5S0.5,769,131,53429,0.77,0.00092 ,0.91 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,333,53,126000,0.87,0.00036 ,0.14 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,426,51,140857,1.39,0.00037 ,0.11 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,520,70,107429,1.29,0.00052 ,0.21 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,613,102,69143,0.94,0.00072 ,0.47 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,707,132,48571,0.78,0.00084 ,0.76 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.7S0.3,769,146,42000,0.74,0.00089 ,0.92 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,333,46,63429,0.43,0.00013 ,0.10 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,426,58,66000,0.63,0.00022 ,0.15 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,520,86,65143,0.70,0.00048 ,0.36 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,613,144,42170,0.55,0.00087 ,0.97 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,707,187,22925,0.46,0.00080 ,1.24 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2Se0.9S0.1,769,203,19811,0.44,0.00082 ,1.44 ,https://doi.org/10.1021/acs.inorgchem.1c01631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.075Sn0.925S3,300,35,356436,4.33,0.00044 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.075Sn0.925S3,400,47,281250,3.77,0.00062 ,0.07 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.075Sn0.925S3,500,61,225000,3.27,0.00084 ,0.13 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.075Sn0.925S3,600,75,179104,2.86,0.00101 ,0.21 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu2.075Sn0.925S3,700,86,140625,2.51,0.00104 ,0.29 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn10S32,300,45,246575,3.51,0.00049 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn10S32,400,57,195652,3.03,0.00064 ,0.08 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn10S32,500,72,157205,2.64,0.00081 ,0.15 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn10S32,600,87,127208,2.34,0.00095 ,0.24 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn10S32,700,97,100840,2.04,0.00095 ,0.33 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9.25Sb0.75S32,300,63,171429,2.86,0.00068 ,0.07 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9.25Sb0.75S32,400,79,138462,2.45,0.00086 ,0.14 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9.25Sb0.75S32,500,96,111801,2.15,0.00104 ,0.24 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9.25Sb0.75S32,600,113,91139,1.89,0.00116 ,0.37 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9.25Sb0.75S32,700,128,73171,1.66,0.00119 ,0.50 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9SbS32,300,72,103152,2.80,0.00054 ,0.06 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9SbS32,400,91,87805,2.29,0.00072 ,0.13 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9SbS32,500,110,73711,1.93,0.00088 ,0.23 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9SbS32,600,126,62830,1.68,0.00100 ,0.36 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cu22Sn9SbS32,700,148,52326,1.47,0.00114 ,0.54 ,https://doi.org/10.1021/acs.inorgchem.1c02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.4Bi0.6CoRuO6,318,301,7310,1.20 ,0.00066 ,0.18 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.4Bi0.6CoRuO6,418,143,21940,1.17 ,0.00045 ,0.16 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.4Bi0.6CoRuO6,518,93,50000,1.14 ,0.00043 ,0.20 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.4Bi0.6CoRuO6,618,67,93800,1.09 ,0.00041 ,0.23 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.6Bi0.4CoRuO6,318,157,12500,1.32 ,0.00031 ,0.07 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.6Bi0.4CoRuO6,418,74,37870,1.28 ,0.00021 ,0.07 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.6Bi0.4CoRuO6,518,48,84920,1.25 ,0.00020 ,0.08 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.6Bi0.4CoRuO6,618,34,165635,1.20 ,0.00019 ,0.10 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.7Bi0.3CoRuO6,518,29,123000,1.30 ,0.00011 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.8Bi0.2CoRuO6,318,79,21850,1.42 ,0.00014 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.8Bi0.2CoRuO6,418,37,66050,1.36 ,0.00009 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.8Bi0.2CoRuO6,518,24,137180,1.32 ,0.00009 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.8Bi0.2CoRuO6,318,98,17800,1.39 ,0.00017 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.8Bi0.2CoRuO6,418,46,54592,1.33 ,0.00011 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.9Bi0.1CoRuO6,318,65,28500,1.44 ,0.00012 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.9Bi0.1CoRuO6,418,31,86290,1.43 ,0.00008 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.9Bi0.1CoRuO6,518,20,184500,1.37 ,0.00008 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba1.9Bi0.1CoRuO6,618,15,334375,1.31 ,0.00008 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba2CoRuO6,318,55,33800,1.48 ,0.00010 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba2CoRuO6,418,26,102900,1.46 ,0.00007 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ba2CoRuO6,518,17,223000,1.46 ,0.00006 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.1c02442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb6Bi2Se9,323,-75,33154,1.13,0.00019 ,0.05 ,https://doi.org/10.1021/acs.inorgchem.6b02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb6Bi2Se9,423,-113,23423,1.12,0.00030 ,0.11 ,https://doi.org/10.1021/acs.inorgchem.6b02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb6Bi2Se9,523,-157,15615,1.12,0.00038 ,0.18 ,https://doi.org/10.1021/acs.inorgchem.6b02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb6Bi2Se9,623,-190,11769,1.12,0.00042 ,0.24 ,https://doi.org/10.1021/acs.inorgchem.6b02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb6Bi2Se9,673,-193,10962,1.12,0.00041 ,0.25 ,https://doi.org/10.1021/acs.inorgchem.6b02118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,298,529,5,0.37,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,323,576,8,0.35,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,373,588,14,0.34,0.00000 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,423,590,22,0.33,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,473,544,33,0.32,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te1.5Se1.5,523,527,51,0.34,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,298,327,29,0.53,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,323,340,87,0.52,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,373,348,160,0.49,0.00002 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,423,339,258,0.47,0.00003 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,473,298,422,0.47,0.00004 ,0.04 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.3Se0.7,523,206,586,0.48,0.00002 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,298,204,623,0.62,0.00003 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,323,210,940,0.59,0.00004 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,373,228,1418,0.54,0.00007 ,0.05 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,423,249,1853,0.53,0.00012 ,0.09 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,473,264,2184,0.51,0.00015 ,0.14 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.6Se0.4,523,266,2421,0.50,0.00017 ,0.18 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,298,181,649,0.66,0.00002 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,323,192,921,0.62,0.00003 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,373,207,1280,0.61,0.00005 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,423,221,1672,0.57,0.00008 ,0.06 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,473,226,2012,0.55,0.00010 ,0.09 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.8Se0.2,523,217,2276,0.53,0.00011 ,0.11 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,298,161,507,0.72,0.00001 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,323,161,691,0.68,0.00002 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,373,159,1064,0.63,0.00003 ,0.02 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,423,158,1509,0.60,0.00004 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,473,155,1931,0.62,0.00005 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2.9Se0.1,523,144,2230,0.60,0.00005 ,0.03 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,298,224,6,0.47,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,323,242,9,0.46,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,373,248,21,0.45,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,423,246,45,0.41,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,473,228,87,0.41,0.00000 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te2Se,523,171,154,0.41,0.00000 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,298,119,185,0.85,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,323,79,310,0.80,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,373,48,586,0.73,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,423,41,866,0.68,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,473,37,1155,0.67,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As2Te3,523,6,1638,0.68,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.6b02930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,426,525,5,2.38,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,532,464,10,2.03,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,638,454,16,1.80,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,750,427,21,1.66,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,862,434,25,1.56,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,975,454,29,1.50,0.00001 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,1074,485,32,1.44,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,1179,520,35,1.42,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaGd2NiO5,1272,528,38,1.38,0.00001 ,0.01 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca0.05BaGd1.95NiO5,526,260,30,1.86,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca0.05BaGd1.95NiO5,632,235,48,1.68,0.00000 ,0.00 ,https://doi.org/10.1021/acs.inorgchem.7b00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
